# Data for B+ states 
#  J 	 v 		 E(v,J) [1/cm] 			 Ac [1/s] 			 mean Ekin [eV]
   22    24     1.1644496372E+05     4.6848100197E+08     9.8230783534E-01
   22    25     1.1692381817E+05     4.9414409266E+08     9.1008831879E-01
   22    26     1.1736102084E+05     5.1607678308E+08     8.3978224786E-01
   22    27     1.1774557214E+05     6.1066243066E+08     5.5311025990E-01
   22    28     1.1811122866E+05     5.9415835673E+08     6.0498465432E-01
   23     0     9.7941692440E+04     4.6845567051E+06     2.6577197570E-01
   23     1     9.9014507770E+04     3.1925105125E+07     3.1015405944E-01
   23     2     1.0006196808E+05     2.7613978347E+08     3.1134404564E-01
   23     3     1.0108361667E+05     5.5829197969E+08     3.1942048980E-01
   23     4     1.0207915218E+05     5.5120633089E+08     4.0073013985E-01
   23     5     1.0304842780E+05     5.2563527690E+08     4.8079303241E-01
   23     6     1.0399140615E+05     5.5354680626E+08     5.2525629184E-01
   23     7     1.0490815539E+05     5.5075288441E+08     5.8534751086E-01
   23     8     1.0579882527E+05     5.4510255710E+08     6.4325249916E-01
   23     9     1.0666361888E+05     5.3090396039E+08     7.0276565543E-01
   23    10     1.0750278603E+05     5.1641395763E+08     7.6015420174E-01
   23    11     1.0831658347E+05     5.1473647123E+08     8.0077527716E-01
   23    12     1.0910529882E+05     5.0735640310E+08     8.4532254145E-01
   23    13     1.0986923070E+05     5.0378375974E+08     8.8238270056E-01
   23    14     1.1060864158E+05     4.9420620194E+08     9.2443720563E-01
   23    15     1.1132372178E+05     4.8433749577E+08     9.6349701531E-01
   23    16     1.1201524324E+05     4.7435166122E+08     9.9932041287E-01
   23    17     1.1268226974E+05     4.6688239573E+08     1.0281793527E+00
   23    18     1.1333442347E+05     3.3528810949E+08     1.0528086426E+00
   23    19     1.1394598946E+05     4.5679914145E+08     1.0643984229E+00
   23    20     1.1454068224E+05     4.5101868352E+08     1.0735242630E+00
   23    21     1.1511428960E+05     4.5282916696E+08     1.0695084672E+00
   23    22     1.1565946859E+05     4.5579099842E+08     1.0551047520E+00
   23    23     1.1618562641E+05     4.3420598356E+08     1.0257509860E+00
   23    24     1.1667236026E+05     4.7638742613E+08     9.7663439324E-01
   23    25     1.1713035822E+05     4.8914094891E+08     9.0660582789E-01
   23    26     1.1755903085E+05     5.2669141955E+08     8.1411509770E-01
   23    27     1.1793807065E+05     5.6322207433E+08     7.0107607911E-01
   23    28     1.1825448714E+05     6.4567529380E+08     5.0197951468E-01
   24     0     9.8440914430E+04     1.0596114488E+07     3.1714186886E-01
   24     1     9.9502263950E+04     2.4658264228E+08     2.7217793228E-01
   24     2     1.0053791617E+05     5.5607153298E+08     2.9024932272E-01
   24     3     1.0154753512E+05     5.6057043837E+08     3.7160244726E-01
   24     4     1.0253094143E+05     5.4749882875E+08     4.4711102867E-01
   24     5     1.0348806780E+05     5.7331513206E+08     4.9719149710E-01
   24     6     1.0441893979E+05     5.7496676521E+08     5.5539558914E-01
   24     7     1.0532366713E+05     5.5764728968E+08     6.2111332314E-01
   24     8     1.0620243495E+05     5.4205782888E+08     6.8181659093E-01
   24     9     1.0705547116E+05     5.3502267191E+08     7.3165954687E-01
   24    10     1.0788304053E+05     5.3274122666E+08     7.7452580270E-01
   24    11     1.0868541138E+05     5.2735099989E+08     8.1739517155E-01
   24    12     1.0946287609E+05     5.1785390943E+08     8.6273278545E-01
   24    13     1.1021572699E+05     5.0576275415E+08     9.0860119212E-01
   24    14     1.1094423066E+05     4.9373193260E+08     9.5154834466E-01
   24    15     1.1164863232E+05     4.8349877025E+08     9.8860968487E-01
   24    16     1.1232896815E+05     4.7541285273E+08     1.0184469515E+00
   24    17     1.1298604864E+05     4.7019232331E+08     1.0413839433E+00
   24    18     1.1361888978E+05     4.6600353420E+08     1.0578728624E+00
   24    19     1.1422925310E+05     4.6124215272E+08     1.0680703327E+00
   24    20     1.1481372138E+05     4.6135038629E+08     1.0720218077E+00
   24    21     1.1537247411E+05     4.5263073756E+08     1.0662633268E+00
   24    22     1.1591022222E+05     4.6233006397E+08     1.0520787717E+00
   24    23     1.1641763618E+05     4.6926002835E+08     1.0181559128E+00
   24    24     1.1689941987E+05     4.9410719351E+08     9.4216248734E-01
   24    25     1.1734385263E+05     5.1259262960E+08     8.7879730876E-01
   24    26     1.1774904690E+05     5.4628288133E+08     7.6596444914E-01
   24    27     1.1811154092E+05     5.8187881117E+08     6.5374501601E-01
   25     0     9.8942909590E+04     1.0308075701E+07     3.1693011625E-01
   25     1     9.9992752400E+04     1.4819358858E+08     3.5844691449E-01
   25     2     1.0101656851E+05     5.3693158259E+08     3.5113979395E-01
   25     3     1.0201415269E+05     5.5448553370E+08     4.2022427807E-01
   25     4     1.0298541872E+05     5.4149055474E+08     4.9373379987E-01
   25     5     1.0393038620E+05     5.7492763055E+08     5.4084998516E-01
   25     6     1.0484913521E+05     5.6377096610E+08     6.0458992406E-01
   25     7     1.0574182055E+05     5.4349662504E+08     6.7012626254E-01
   25     8     1.0660865303E+05     5.3808573927E+08     7.1979294031E-01
   25     9     1.0744989017E+05     5.3268698762E+08     7.6831965849E-01
   25    10     1.0826580997E+05     5.3010668403E+08     8.1050480125E-01
   25    11     1.0905668814E+05     5.2261761860E+08     8.5532397959E-01
   25    12     1.0982282540E+05     5.0950018040E+08     9.0385184800E-01
   25    13     1.1056450851E+05     4.9861581475E+08     9.4624173406E-01
   25    14     1.1128200057E+05     4.8711986198E+08     9.8655377823E-01
   25    15     1.1197553479E+05     4.7877984551E+08     1.0193312095E+00
   25    16     1.1264527228E+05     4.7323904791E+08     1.0438997669E+00
   25    17     1.1329053916E+05     4.5727743088E+08     1.0645041533E+00
   25    18     1.1391383682E+05     4.6479481231E+08     1.0783490370E+00
   25    19     1.1451221908E+05     4.6203610906E+08     1.0861115785E+00
   25    20     1.1508726194E+05     4.5996401773E+08     1.0876981936E+00
   25    21     1.1563647544E+05     4.5997533648E+08     1.0801690145E+00
   25    22     1.1615250307E+05     3.3782996060E+08     1.0510453652E+00
   25    23     1.1665652460E+05     4.7557656812E+08     1.0113878168E+00
   25    24     1.1712140228E+05     4.9072245197E+08     9.4806491806E-01
   25    25     1.1755380600E+05     5.2252314229E+08     8.5306958264E-01
   25    26     1.1794132197E+05     5.5471695780E+08     7.4611405726E-01
   25    27     1.1827434423E+05     6.0781464347E+08     5.9207565303E-01
