# Data for B'+ transitions (P and R) 
#  Number of transitions: 2229 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 osc strength f 		 Gamma [1/s]
     7      0      8     10              1269.35          3.52900E-08          3.55900E+08
     7      0      6     10              1257.20          6.08900E-08          3.55900E+08
     7      0      8     11              1293.08          2.59500E-09          3.55900E+08
     7      0      6     11              1282.51          4.18000E-09          3.55900E+08
     7      0      8     12              1311.26          1.93900E-09          3.55900E+08
     7      0      6     12              1302.91          4.94400E-12          3.55900E+08
     7      0      6     13              1316.80          7.83200E-11          3.55900E+08
     8      0      9      0               932.51          9.36300E-04          3.48542E+08
     8      0      7      0               917.00          1.77800E-03          3.48542E+08
     8      0      9      1               967.77          3.71900E-03          3.48542E+08
     8      0      7      1               951.91          7.18800E-03          3.48542E+08
     8      0      9      2              1003.47          5.81600E-03          3.48542E+08
     8      0      7      2               987.33          1.17700E-02          3.48542E+08
     8      0      9      3              1039.44          4.62100E-03          3.48542E+08
     8      0      7      3              1023.08          1.01100E-02          3.48542E+08
     8      0      9      4              1075.47          2.01100E-03          3.48542E+08
     8      0      7      4              1058.98          4.91000E-03          3.48542E+08
     8      0      9      5              1111.26          4.60100E-04          3.48542E+08
     8      0      7      5              1094.76          1.33200E-03          3.48542E+08
     8      0      9      6              1146.45          4.18600E-05          3.48542E+08
     8      0      7      6              1130.09          1.72100E-04          3.48542E+08
     8      0      9      7              1180.59          4.14600E-07          3.48542E+08
     8      0      7      7              1164.56          6.13000E-06          3.48542E+08
     8      0      9      8              1213.10          6.75100E-08          3.48542E+08
     8      0      7      8              1197.66          1.23100E-08          3.48542E+08
     8      0      9      9              1243.26          1.31300E-08          3.48542E+08
     8      0      7      9              1228.72          3.62900E-08          3.48542E+08
     8      0      9     10              1270.17          1.05600E-09          3.48542E+08
     8      0      7     10              1256.95          1.84900E-11          3.48542E+08
     8      0      9     11              1292.65          4.33300E-11          3.48542E+08
     8      0      7     11              1281.31          1.40500E-10          3.48542E+08
     8      0      9     12              1309.16          2.22600E-12          3.48542E+08
     8      0      7     12              1300.51          1.99100E-10          3.48542E+08
     8      0      7     13              1312.81          1.08700E-10          3.48542E+08
     9      0     10      0               937.86          8.98600E-04          3.40265E+08
     9      0      8      0               920.77          1.77000E-03          3.40265E+08
     9      0     10      1               973.02          3.53800E-03          3.40265E+08
     9      0      8      1               955.57          6.97400E-03          3.40265E+08
     9      0     10      2              1008.58          5.60000E-03          3.40265E+08
     9      0      8      2               990.84          1.17500E-02          3.40265E+08
     9      0     10      3              1044.36          4.39300E-03          3.40265E+08
     9      0      8      3              1026.40          1.01500E-02          3.40265E+08
     9      0     10      4              1080.12          1.89500E-03          3.40265E+08
     9      0      8      4              1062.05          4.87200E-03          3.40265E+08
     9      0     10      5              1115.57          4.37000E-04          3.40265E+08
     9      0      8      5              1097.52          1.35700E-03          3.40265E+08
     9      0     10      6              1150.32          3.19400E-05          3.40265E+08
     9      0      8      6              1132.47          1.75400E-04          3.40265E+08
     9      0     10      7              1183.90          1.24100E-07          3.40265E+08
     9      0      8      7              1166.46          4.10000E-06          3.40265E+08
     9      0     10      8              1215.70          2.38200E-08          3.40265E+08
     9      0      8      8              1198.97          9.28500E-15          3.40265E+08
     9      0     10      9              1244.97          3.32000E-07          3.40265E+08
     9      0      8      9              1229.32          4.61000E-08          3.40265E+08
     9      0     10     10              1270.74          3.91400E-08          3.40265E+08
     9      0      8     10              1256.65          4.67900E-08          3.40265E+08
     9      0     10     11              1291.77          4.09800E-10          3.40265E+08
     9      0      8     11              1279.91          2.49100E-07          3.40265E+08
     9      0     10     12              1306.30          5.66300E-09          3.40265E+08
     9      0      8     12              1297.71          1.22100E-07          3.40265E+08
    10      0     11      0               943.59          8.50100E-04          3.31038E+08
    10      0      9      0               925.00          1.68600E-03          3.31038E+08
    10      0     11      1               978.63          3.40200E-03          3.31038E+08
    10      0      9      1               959.68          6.93000E-03          3.31038E+08
    10      0     11      2              1014.03          5.32200E-03          3.31038E+08
    10      0      9      2               994.77          1.15500E-02          3.31038E+08
    10      0     11      3              1049.58          4.21100E-03          3.31038E+08
    10      0      9      3              1030.11          1.00800E-02          3.31038E+08
    10      0     11      4              1085.04          1.80100E-03          3.31038E+08
    10      0      9      4              1065.49          4.96600E-03          3.31038E+08
    10      0     11      5              1120.09          3.86600E-04          3.31038E+08
    10      0      9      5              1100.60          1.34400E-03          3.31038E+08
    10      0     11      6              1154.34          2.90800E-05          3.31038E+08
    10      0      9      6              1135.12          1.66600E-04          3.31038E+08
    10      0     11      7              1187.28          6.21700E-08          3.31038E+08
    10      0      9      7              1168.57          4.96800E-06          3.31038E+08
    10      0     11      8              1218.28          1.30400E-07          3.31038E+08
    10      0      9      8              1200.42          6.17400E-08          3.31038E+08
    10      0     11      9              1246.53          7.43700E-09          3.31038E+08
    10      0      9      9              1229.95          4.28300E-08          3.31038E+08
    10      0     11     10              1271.01          2.20600E-09          3.31038E+08
    10      0      9     10              1256.27          6.01400E-10          3.31038E+08
    10      0     11     11              1290.35          5.71300E-10          3.31038E+08
    10      0      9     11              1278.25          2.20500E-11          3.31038E+08
    10      0      9     12              1294.40          1.13800E-11          3.31038E+08
    11      0     12      0               949.68          8.06100E-04          3.20856E+08
    11      0     10      0               929.66          1.64600E-03          3.20856E+08
    11      0     12      1               984.59          3.24400E-03          3.20856E+08
    11      0     10      1               964.20          6.69000E-03          3.20856E+08
    11      0     12      2              1019.79          5.10100E-03          3.20856E+08
    11      0     10      2               999.10          1.14000E-02          3.20856E+08
    11      0     12      3              1055.07          3.99700E-03          3.20856E+08
    11      0     10      3              1034.20          1.00600E-02          3.20856E+08
    11      0     12      4              1090.19          1.70300E-03          3.20856E+08
    11      0     10      4              1069.26          4.93900E-03          3.20856E+08
    11      0     12      5              1124.79          3.58400E-04          3.20856E+08
    11      0     10      5              1103.99          1.35100E-03          3.20856E+08
    11      0     12      6              1158.47          2.05800E-05          3.20856E+08
    11      0     10      6              1138.01          1.65200E-04          3.20856E+08
    11      0     12      7              1190.69          2.97600E-09          3.20856E+08
    11      0     10      7              1170.87          3.80000E-06          3.20856E+08
    11      0     12      8              1220.78          1.38400E-08          3.20856E+08
    11      0     10      8              1201.96          9.38100E-08          3.20856E+08
    11      0     12      9              1247.88          2.00600E-07          3.20856E+08
    11      0     10      9              1230.57          7.39100E-08          3.20856E+08
    11      0     12     10              1270.89          2.16700E-08          3.20856E+08
    11      0     10     10              1255.74          1.49600E-07          3.20856E+08
    11      0     12     11              1288.26          4.24300E-09          3.20856E+08
    11      0     10     11              1276.27          6.39400E-08          3.20856E+08
    11      0     10     12              1290.45          3.24200E-08          3.20856E+08
    12      0     13      0               956.12          7.63900E-04          3.09700E+08
    12      0     11      0               934.74          1.55600E-03          3.09700E+08
    12      0     13      1               990.86          3.08900E-03          3.09700E+08
    12      0     11      1               969.12          6.53400E-03          3.09700E+08
    12      0     13      2              1025.83          4.85300E-03          3.09700E+08
    12      0     11      2              1003.81          1.11300E-02          3.09700E+08
    12      0     13      3              1060.82          3.83100E-03          3.09700E+08
    12      0     11      3              1038.64          9.94500E-03          3.09700E+08
    12      0     13      4              1095.54          1.60200E-03          3.09700E+08
    12      0     11      4              1073.35          4.97500E-03          3.09700E+08
    12      0     13      5              1129.64          3.16600E-04          3.09700E+08
    12      0     11      5              1107.64          1.33600E-03          3.09700E+08
    12      0     13      6              1162.68          1.77800E-05          3.09700E+08
    12      0     11      6              1141.12          1.56000E-04          3.09700E+08
    12      0     13      7              1194.09          4.48400E-08          3.09700E+08
    12      0     11      7              1173.30          3.46200E-06          3.09700E+08
    12      0     13      8              1223.16          1.68000E-07          3.09700E+08
    12      0     11      8              1203.56          2.24600E-07          3.09700E+08
    12      0     13      9              1248.97          8.40500E-09          3.09700E+08
    12      0     11      9              1231.13          4.13000E-08          3.09700E+08
    12      0     13     10              1270.29          4.57700E-09          3.09700E+08
    12      0     11     10              1255.00          2.50900E-08          3.09700E+08
    12      0     11     11              1273.86          1.02600E-09          3.09700E+08
     0      1      1      1               925.20          3.83100E-03          3.24442E+08
     0      1      1      2               960.02          1.32900E-03          3.24442E+08
     0      1      1      3               995.27          2.51700E-04          3.24442E+08
     0      1      1      4              1030.79          3.07400E-03          3.24442E+08
     0      1      1      5              1066.36          3.59500E-03          3.24442E+08
     0      1      1      6              1101.70          1.57100E-03          3.24442E+08
     0      1      1      7              1136.46          2.70400E-04          3.24442E+08
     0      1      1      8              1170.20          9.04700E-06          3.24442E+08
     0      1      1      9              1202.37          2.80500E-07          3.24442E+08
     0      1      1     10              1232.29          8.72500E-08          3.24442E+08
     0      1      1     11              1259.11          2.42900E-10          3.24442E+08
     0      1      1     12              1281.81          1.30900E-09          3.24442E+08
     0      1      1     13              1299.10          8.17800E-10          3.24442E+08
     0      1      1     14              1309.44          2.66700E-10          3.24442E+08
     1      1      2      1               926.73          3.96800E-03          3.23561E+08
     1      1      0      1               923.84          1.46300E-02          3.23561E+08
     1      1      2      2               961.55          1.27100E-03          3.23561E+08
     1      1      0      2               958.61          5.72200E-03          3.23561E+08
     1      1      2      3               996.81          3.95800E-04          3.23561E+08
     1      1      0      3               993.82          3.83300E-04          3.23561E+08
     1      1      2      4              1032.32          3.79500E-03          3.23561E+08
     1      1      0      4              1029.29          8.57000E-03          3.23561E+08
     1      1      2      5              1067.87          4.19900E-03          3.23561E+08
     1      1      0      5              1064.82          1.11400E-02          3.23561E+08
     1      1      2      6              1103.17          1.75400E-03          3.23561E+08
     1      1      0      6              1100.12          5.25400E-03          3.23561E+08
     1      1      2      7              1137.88          3.04500E-04          3.23561E+08
     1      1      0      7              1134.86          8.87500E-04          3.23561E+08
     1      1      2      8              1171.53          1.02700E-05          3.23561E+08
     1      1      0      8              1168.59          2.70700E-05          3.23561E+08
     1      1      2      9              1203.59          1.23900E-06          3.23561E+08
     1      1      0      9              1200.76          2.72100E-07          3.23561E+08
     1      1      2     10              1233.36          1.71200E-08          3.23561E+08
     1      1      0     10              1230.71          6.04600E-07          3.23561E+08
     1      1      2     11              1259.98          1.69500E-06          3.23561E+08
     1      1      0     11              1257.58          1.65500E-05          3.23561E+08
     1      1      2     12              1282.41          3.94900E-07          3.23561E+08
     1      1      0     12              1280.37          4.66800E-06          3.23561E+08
     1      1      2     13              1299.35          9.27400E-08          3.23561E+08
     1      1      0     13              1297.80          7.42000E-07          3.23561E+08
     1      1      2     14              1309.22          1.00000E-08          3.23561E+08
     1      1      0     14              1308.36          6.05100E-08          3.23561E+08
     2      1      3      1               928.81          3.68700E-03          3.21658E+08
     2      1      1      1               924.02          1.05300E-02          3.21658E+08
     2      1      3      2               963.64          1.06400E-03          3.21658E+08
     2      1      1      2               958.75          4.33900E-03          3.21658E+08
     2      1      3      3               998.88          5.29500E-04          3.21658E+08
     2      1      1      3               993.91          1.71600E-04          3.21658E+08
     2      1      3      4              1034.36          4.10700E-03          3.21658E+08
     2      1      1      4              1029.33          5.57200E-03          3.21658E+08
     2      1      3      5              1069.86          4.34600E-03          3.21658E+08
     2      1      1      5              1064.80          7.50300E-03          3.21658E+08
     2      1      3      6              1105.08          1.75400E-03          3.21658E+08
     2      1      1      6              1100.03          3.58400E-03          3.21658E+08
     2      1      3      7              1139.68          2.97300E-04          3.21658E+08
     2      1      1      7              1134.68          6.16000E-04          3.21658E+08
     2      1      3      8              1173.19          9.16500E-06          3.21658E+08
     2      1      1      8              1168.32          1.98500E-05          3.21658E+08
     2      1      3      9              1205.06          1.92500E-06          3.21658E+08
     2      1      1      9              1200.38          1.11400E-07          3.21658E+08
     2      1      3     10              1234.58          3.53900E-11          3.21658E+08
     2      1      1     10              1230.20          3.52700E-07          3.21658E+08
     2      1      3     11              1260.88          3.18700E-06          3.21658E+08
     2      1      1     11              1256.93          1.00800E-05          3.21658E+08
     2      1      3     12              1282.89          5.56200E-07          3.21658E+08
     2      1      1     12              1279.55          3.23600E-06          3.21658E+08
     2      1      3     13              1299.29          1.46700E-07          3.21658E+08
     2      1      1     13              1296.78          5.19800E-07          3.21658E+08
     2      1      3     14              1308.41          1.29400E-08          3.21658E+08
     2      1      1     14              1307.09          4.68900E-08          3.21658E+08
     3      1      4      1               931.42          3.32300E-03          3.18872E+08
