          9         9        12      1181C   C   D    0.822591500D+05
 E STATE HAS LABEL C   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  8
     -17186.93257    -14988.06724    -12920.96364    -10983.69777
     -9175.19106     -7496.22782     -5948.73621     -4536.97085
     -3267.35947     -2150.10574     -1201.03769      -444.75110
 PROPORTION OF STATE C   
     3646.00  0.687820E+05 0.123063E+03 0.136511E+08 0.451553E+08
     3656.00  0.680892E+05 0.307458E+03 0.134207E+08 0.453612E+08
     3666.00  0.673993E+05 0.570657E+03 0.131932E+08 0.455567E+08
     3676.00  0.667125E+05 0.909378E+03 0.129684E+08 0.457418E+08
     3686.00  0.660286E+05 0.132042E+04 0.127464E+08 0.459166E+08
     3696.00  0.653480E+05 0.180065E+04 0.125271E+08 0.460813E+08
     3706.00  0.646705E+05 0.234704E+04 0.123106E+08 0.462358E+08
     3716.00  0.639963E+05 0.295660E+04 0.120969E+08 0.463803E+08
     3726.00  0.633253E+05 0.362644E+04 0.118858E+08 0.465148E+08
     3736.00  0.626578E+05 0.435374E+04 0.116775E+08 0.466394E+08
     3746.00  0.619936E+05 0.513574E+04 0.114718E+08 0.467543E+08
     3756.00  0.613330E+05 0.596977E+04 0.112688E+08 0.468595E+08
     3766.00  0.606759E+05 0.685319E+04 0.110684E+08 0.469550E+08
     3776.00  0.600223E+05 0.778349E+04 0.108707E+08 0.470411E+08
     3786.00  0.593724E+05 0.875816E+04 0.106756E+08 0.471177E+08
     3796.00  0.587261E+05 0.977481E+04 0.104830E+08 0.471850E+08
     3806.00  0.580835E+05 0.108311E+05 0.102931E+08 0.472432E+08
     3816.00  0.574447E+05 0.119247E+05 0.101057E+08 0.472922E+08
     3826.00  0.568097E+05 0.130534E+05 0.992089E+07 0.473323E+08
     3836.00  0.561785E+05 0.142151E+05 0.973858E+07 0.473635E+08
     3846.00  0.555511E+05 0.154076E+05 0.955878E+07 0.473859E+08
     3856.00  0.549277E+05 0.166289E+05 0.938146E+07 0.473997E+08
     3866.00  0.543082E+05 0.178770E+05 0.920661E+07 0.474050E+08
     3876.00  0.536927E+05 0.191500E+05 0.903422E+07 0.474018E+08
     3886.00  0.530812E+05 0.204460E+05 0.886426E+07 0.473904E+08
     3896.00  0.524737E+05 0.217633E+05 0.869670E+07 0.473708E+08
     3906.00  0.518703E+05 0.230999E+05 0.853155E+07 0.473431E+08
     3916.00  0.512710E+05 0.244542E+05 0.836876E+07 0.473076E+08
     3926.00  0.506758E+05 0.258246E+05 0.820832E+07 0.472642E+08
     3936.00  0.500847E+05 0.272095E+05 0.805022E+07 0.472131E+08
     3946.00  0.494978E+05 0.286071E+05 0.789443E+07 0.471545E+08
     3956.00  0.489151E+05 0.300162E+05 0.774093E+07 0.470885E+08
     3966.00  0.483366E+05 0.314351E+05 0.758971E+07 0.470152E+08
     3976.00  0.477623E+05 0.328624E+05 0.744074E+07 0.469346E+08
     3986.00  0.471923E+05 0.342969E+05 0.729399E+07 0.468471E+08
     3996.00  0.466265E+05 0.357370E+05 0.714946E+07 0.467526E+08
     4006.00  0.460649E+05 0.371817E+05 0.700712E+07 0.466513E+08
     4016.00  0.455077E+05 0.386295E+05 0.686695E+07 0.465434E+08
     4026.00  0.449548E+05 0.400794E+05 0.672893E+07 0.464289E+08
     4036.00  0.444061E+05 0.415300E+05 0.659303E+07 0.463081E+08
     4046.00  0.438619E+05 0.429804E+05 0.645925E+07 0.461809E+08
     4056.00  0.433219E+05 0.444295E+05 0.632755E+07 0.460476E+08
     4066.00  0.427863E+05 0.458761E+05 0.619791E+07 0.459083E+08
     4076.00  0.422550E+05 0.473193E+05 0.607033E+07 0.457631E+08
     4086.00  0.417281E+05 0.487581E+05 0.594476E+07 0.456121E+08
     4096.00  0.412055E+05 0.501915E+05 0.582120E+07 0.454555E+08
     4106.00  0.406873E+05 0.516187E+05 0.569962E+07 0.452934E+08
     4116.00  0.401734E+05 0.530388E+05 0.558000E+07 0.451259E+08
     4126.00  0.396640E+05 0.544510E+05 0.546232E+07 0.449531E+08
     4136.00  0.391589E+05 0.558544E+05 0.534657E+07 0.447752E+08
     4146.00  0.386581E+05 0.572482E+05 0.523271E+07 0.445923E+08
     4156.00  0.381617E+05 0.586319E+05 0.512072E+07 0.444045E+08
     4166.00  0.376697E+05 0.600045E+05 0.501060E+07 0.442119E+08
     4176.00  0.371821E+05 0.613656E+05 0.490231E+07 0.440147E+08
     4186.00  0.366988E+05 0.627143E+05 0.479583E+07 0.438130E+08
     4196.00  0.362198E+05 0.640501E+05 0.469116E+07 0.436069E+08
     4206.00  0.357453E+05 0.653724E+05 0.458825E+07 0.433965E+08
     4216.00  0.352750E+05 0.666807E+05 0.448710E+07 0.431820E+08
     4226.00  0.348091E+05 0.679743E+05 0.438768E+07 0.429634E+08
     4236.00  0.343475E+05 0.692528E+05 0.428998E+07 0.427410E+08
     4246.00  0.338903E+05 0.705157E+05 0.419397E+07 0.425147E+08
     4256.00  0.334374E+05 0.717626E+05 0.409963E+07 0.422847E+08
     4266.00  0.329887E+05 0.729929E+05 0.400694E+07 0.420512E+08
     4276.00  0.325444E+05 0.742062E+05 0.391588E+07 0.418142E+08
     4286.00  0.321043E+05 0.754023E+05 0.382643E+07 0.415739E+08
     4296.00  0.316686E+05 0.765806E+05 0.373858E+07 0.413303E+08
     4306.00  0.312370E+05 0.777408E+05 0.365230E+07 0.410837E+08
     4316.00  0.308097E+05 0.788827E+05 0.356757E+07 0.408340E+08
     4326.00  0.303867E+05 0.800059E+05 0.348437E+07 0.405814E+08
     4336.00  0.299679E+05 0.811101E+05 0.340268E+07 0.403260E+08
     4346.00  0.295533E+05 0.821951E+05 0.332249E+07 0.400680E+08
     4356.00  0.291428E+05 0.832606E+05 0.324377E+07 0.398074E+08
     4366.00  0.287366E+05 0.843063E+05 0.316651E+07 0.395443E+08
     4376.00  0.283345E+05 0.853322E+05 0.309068E+07 0.392788E+08
     4386.00  0.279365E+05 0.863378E+05 0.301627E+07 0.390110E+08
     4396.00  0.275427E+05 0.873232E+05 0.294326E+07 0.387411E+08
     4406.00  0.271530E+05 0.882880E+05 0.287162E+07 0.384692E+08
     4416.00  0.267674E+05 0.892323E+05 0.280135E+07 0.381952E+08
     4426.00  0.263859E+05 0.901557E+05 0.273242E+07 0.379194E+08
     4436.00  0.260084E+05 0.910583E+05 0.266481E+07 0.376418E+08
     4446.00  0.256349E+05 0.919399E+05 0.259850E+07 0.373625E+08
     4456.00  0.252655E+05 0.928005E+05 0.253349E+07 0.370816E+08
     4466.00  0.249000E+05 0.936399E+05 0.246974E+07 0.367992E+08
     4476.00  0.245386E+05 0.944580E+05 0.240724E+07 0.365155E+08
     4486.00  0.241811E+05 0.952550E+05 0.234597E+07 0.362303E+08
     4511.00  0.233045E+05 0.971541E+05 0.219809E+07 0.355124E+08
     4536.00  0.224521E+05 0.989201E+05 0.205753E+07 0.347880E+08
     4561.00  0.216237E+05 0.100553E+06 0.192403E+07 0.340586E+08
     4586.00  0.208188E+05 0.102054E+06 0.179733E+07 0.333252E+08
     4611.00  0.200370E+05 0.103423E+06 0.167717E+07 0.325892E+08
     4636.00  0.192781E+05 0.104662E+06 0.156330E+07 0.318516E+08
     4661.00  0.185416E+05 0.105772E+06 0.145548E+07 0.311135E+08
     4686.00  0.178270E+05 0.106756E+06 0.135347E+07 0.303759E+08
     4711.00  0.171341E+05 0.107615E+06 0.125704E+07 0.296398E+08
     4736.00  0.164624E+05 0.108353E+06 0.116596E+07 0.289061E+08
     4761.00  0.158115E+05 0.108970E+06 0.108001E+07 0.281756E+08
     4786.00  0.151810E+05 0.109471E+06 0.998987E+06 0.274492E+08
     4811.00  0.145704E+05 0.109859E+06 0.922668E+06 0.267277E+08
     4836.00  0.139794E+05 0.110135E+06 0.850857E+06 0.260118E+08
     4861.00  0.134076E+05 0.110304E+06 0.783356E+06 0.253022E+08
     4886.00  0.128544E+05 0.110369E+06 0.719976E+06 0.245994E+08
     4911.00  0.123196E+05 0.110332E+06 0.660530E+06 0.239042E+08
     4936.00  0.118026E+05 0.110198E+06 0.604840E+06 0.232171E+08
     4961.00  0.113031E+05 0.109971E+06 0.552732E+06 0.225385E+08
     4986.00  0.108207E+05 0.109652E+06 0.504038E+06 0.218689E+08
     5011.00  0.103549E+05 0.109247E+06 0.458595E+06 0.212089E+08
     5036.00  0.990529E+04 0.108759E+06 0.416247E+06 0.205587E+08
     5061.00  0.947154E+04 0.108190E+06 0.376841E+06 0.199188E+08
     5086.00  0.905322E+04 0.107546E+06 0.340230E+06 0.192895E+08
     5111.00  0.864991E+04 0.106829E+06 0.306274E+06 0.186710E+08
     5136.00  0.826123E+04 0.106043E+06 0.274836E+06 0.180637E+08
     5161.00  0.788677E+04 0.105192E+06 0.245785E+06 0.174677E+08
     5186.00  0.752616E+04 0.104278E+06 0.218994E+06 0.168832E+08
     5211.00  0.717900E+04 0.103306E+06 0.194341E+06 0.163105E+08
     5236.00  0.684493E+04 0.102279E+06 0.171710E+06 0.157497E+08
     5261.00  0.652357E+04 0.101200E+06 0.150988E+06 0.152008E+08
     5286.00  0.621456E+04 0.100073E+06 0.132066E+06 0.146641E+08
     5311.00  0.591752E+04 0.988999E+05 0.114842E+06 0.141395E+08
     5336.00  0.563212E+04 0.976849E+05 0.992155E+05 0.136271E+08
     5361.00  0.535799E+04 0.964308E+05 0.850916E+05 0.131269E+08
     5386.00  0.509480E+04 0.951406E+05 0.723789E+05 0.126390E+08
     5411.00  0.484221E+04 0.938174E+05 0.609901E+05 0.121633E+08
     5436.00  0.459988E+04 0.924638E+05 0.508417E+05 0.116998E+08
     5461.00  0.436750E+04 0.910828E+05 0.418537E+05 0.112485E+08
     5511.00  0.393132E+04 0.882491E+05 0.270574E+05 0.103820E+08
     5561.00  0.353119E+04 0.853367E+05 0.160320E+05 0.956328E+07
     5611.00  0.316476E+04 0.823651E+05 0.826070E+04 0.879137E+07
     5661.00  0.282977E+04 0.793521E+05 0.327548E+04 0.806524E+07
     5711.00  0.252407E+04 0.763142E+05 0.654175E+03 0.738367E+07
     5761.00  0.224563E+04 0.732667E+05 0.171957E+02 0.674533E+07
     5811.00  0.199250E+04 0.702234E+05 0.102454E+04 0.614878E+07
     5861.00  0.176283E+04 0.671971E+05 0.337286E+04 0.559250E+07
     5911.00  0.155490E+04 0.641990E+05 0.679272E+04 0.507488E+07
     5961.00  0.136704E+04 0.612395E+05 0.110459E+05 0.459430E+07
     6011.00  0.119772E+04 0.583276E+05 0.159229E+05 0.414908E+07
     6061.00  0.104548E+04 0.554714E+05 0.212404E+05 0.373754E+07
     6111.00  0.908931E+03 0.526779E+05 0.268393E+05 0.335798E+07
     6161.00  0.786800E+03 0.499531E+05 0.325822E+05 0.300872E+07
     6211.00  0.677879E+03 0.473021E+05 0.383518E+05 0.268809E+07
     6261.00  0.581040E+03 0.447291E+05 0.440485E+05 0.239444E+07
     6311.00  0.495231E+03 0.422377E+05 0.495891E+05 0.212616E+07
     6361.00  0.419472E+03 0.398306E+05 0.549050E+05 0.188166E+07
     6411.00  0.352850E+03 0.375098E+05 0.599406E+05 0.165944E+07
     6461.00  0.294518E+03 0.352768E+05 0.646517E+05 0.145799E+07
     6511.00  0.243690E+03 0.331325E+05 0.690048E+05 0.127589E+07
     6561.00  0.199638E+03 0.310773E+05 0.729753E+05 0.111178E+07
     6611.00  0.161691E+03 0.291110E+05 0.765466E+05 0.964324E+06
     6661.00  0.129227E+03 0.272333E+05 0.797091E+05 0.832277E+06
     6711.00  0.101675E+03 0.254432E+05 0.824592E+05 0.714439E+06
     6761.00  0.785095E+02 0.237395E+05 0.847985E+05 0.609673E+06
     6811.00  0.592490E+02 0.221208E+05 0.867332E+05 0.516900E+06
     6861.00  0.434515E+02 0.205852E+05 0.882728E+05 0.435104E+06
     6911.00  0.307134E+02 0.191308E+05 0.894303E+05 0.363326E+06
     6961.00  0.206665E+02 0.177555E+05 0.902209E+05 0.300666E+06
     7011.00  0.129755E+02 0.164569E+05 0.906620E+05 0.246280E+06
     7061.00  0.733593E+01 0.152327E+05 0.907725E+05 0.199379E+06
     7111.00  0.347187E+01 0.140803E+05 0.905724E+05 0.159228E+06
     7161.00  0.113387E+01 0.129971E+05 0.900827E+05 0.125142E+06
     7211.00  0.969730E-01 0.119805E+05 0.893246E+05 0.964883E+05
     7261.00  0.158916E+00 0.110277E+05 0.883199E+05 0.726787E+05
     7311.00  0.113834E+01 0.101361E+05 0.870898E+05 0.531716E+05
     7361.00  0.287314E+01 0.930296E+04 0.856559E+05 0.374685E+05
     7411.00  0.521894E+01 0.852558E+04 0.840391E+05 0.251117E+05
     7511.00  0.112458E+02 0.712741E+04 0.803375E+05 0.879777E+04
     7611.00  0.183648E+02 0.592072E+04 0.761395E+05 0.130477E+04
     7711.00  0.259208E+02 0.488547E+04 0.715867E+05 0.225279E+03
     7811.00  0.334232E+02 0.400268E+04 0.668059E+05 0.360464E+04
     7911.00  0.405163E+02 0.325461E+04 0.619083E+05 0.987996E+04
     8011.00  0.469533E+02 0.262481E+04 0.569892E+05 0.178238E+05
     8111.00  0.525752E+02 0.209817E+04 0.521288E+05 0.264927E+05
     8211.00  0.572914E+02 0.166095E+04 0.473928E+05 0.351810E+05
     8311.00  0.610653E+02 0.130075E+04 0.428336E+05 0.433795E+05
     8411.00  0.639005E+02 0.100643E+04 0.384914E+05 0.507395E+05
     8511.00  0.658310E+02 0.768107E+03 0.343956E+05 0.570408E+05
     8611.00  0.669123E+02 0.577047E+03 0.305663E+05 0.621651E+05
     8711.00  0.672140E+02 0.425584E+03 0.270150E+05 0.660723E+05
     8811.00  0.668146E+02 0.307041E+03 0.237466E+05 0.687815E+05
     8911.00  0.657971E+02 0.215643E+03 0.207600E+05 0.703544E+05
     9011.00  0.642458E+02 0.146427E+03 0.180497E+05 0.708824E+05
     9111.00  0.622431E+02 0.951613E+02 0.156061E+05 0.704755E+05
     9211.00  0.598686E+02 0.582606E+02 0.134171E+05 0.692541E+05
     9311.00  0.571968E+02 0.327128E+02 0.114685E+05 0.673420E+05
     9411.00  0.542968E+02 0.160068E+02 0.974448E+04 0.648615E+05
     9511.00  0.512317E+02 0.606737E+01 0.822850E+04 0.619299E+05
     9611.00  0.480581E+02 0.119558E+01 0.690362E+04 0.586562E+05
     9711.00  0.448267E+02 0.146628E-01 0.575294E+04 0.551403E+05
     9811.00  0.415815E+02 0.142179E+01 0.475982E+04 0.514713E+05
     9911.00  0.383610E+02 0.454514E+01 0.390824E+04 0.477275E+05
    10011.00  0.351977E+02 0.870607E+01 0.318288E+04 0.439762E+05
    10111.00  0.321192E+02 0.133861E+02 0.256934E+04 0.402738E+05
    10211.00  0.291481E+02 0.181980E+02 0.205416E+04 0.366671E+05
    10311.00  0.263024E+02 0.228615E+02 0.162493E+04 0.331933E+05
    10411.00  0.235966E+02 0.271820E+02 0.127029E+04 0.298813E+05
    10511.00  0.210412E+02 0.310326E+02 0.979922E+03 0.267524E+05
    10611.00  0.186438E+02 0.343394E+02 0.744526E+03 0.238211E+05
    10711.00  0.164090E+02 0.370690E+02 0.555802E+03 0.210964E+05
    10811.00  0.143392E+02 0.392182E+02 0.406381E+03 0.185821E+05
    10911.00  0.124344E+02 0.408056E+02 0.289780E+03 0.162781E+05
    11011.00  0.106930E+02 0.418650E+02 0.200333E+03 0.141807E+05
    11111.00  0.911183E+01 0.424403E+02 0.133128E+03 0.122837E+05
    11211.00  0.768632E+01 0.425809E+02 0.839391E+02 0.105788E+05
    11311.00  0.641091E+01 0.423387E+02 0.491599E+02 0.905584E+04
    11411.00  0.527914E+01 0.417658E+02 0.257390E+02 0.770384E+04
    11511.00  0.428387E+01 0.409128E+02 0.111184E+02 0.651094E+04
    11611.00  0.341738E+01 0.398273E+02 0.317417E+01 0.546496E+04
    11711.00  0.267162E+01 0.385536E+02 0.161825E+00 0.455361E+04
    11811.00  0.203822E+01 0.371317E+02 0.665683E+00 0.376471E+04
    11911.00  0.150867E+01 0.355976E+02 0.355236E+01 0.308641E+04
    12011.00  0.107443E+01 0.339831E+02 0.792881E+01 0.250732E+04
    12111.00  0.726936E+00 0.323157E+02 0.131046E+02 0.201660E+04
    12211.00  0.457770E+00 0.306191E+02 0.185582E+02 0.160407E+04
    12311.00  0.258667E+00 0.289134E+02 0.239077E+02 0.126024E+04
    12411.00  0.121595E+00 0.272155E+02 0.288847E+02 0.976341E+03
    12511.00  0.388024E-01 0.255392E+02 0.333121E+02 0.744340E+03
    12611.00  0.285899E-02 0.238959E+02 0.370848E+02 0.556938E+03
    12711.00  0.669366E-02 0.222945E+02 0.401536E+02 0.407556E+03
    12811.00  0.436250E-01 0.207421E+02 0.425114E+02 0.290301E+03
    12911.00  0.107386E+00 0.192440E+02 0.441816E+02 0.199938E+03
    13011.00  0.192144E+00 0.178042E+02 0.452097E+02 0.131853E+03
    13111.00  0.292515E+00 0.164255E+02 0.456547E+02 0.820084E+02
    13211.00  0.403572E+00 0.151095E+02 0.455838E+02 0.469020E+02
    13311.00  0.520855E+00 0.138572E+02 0.450678E+02 0.235206E+02
    13411.00  0.640369E+00 0.126690E+02 0.441774E+02 0.929538E+01
    13511.00  0.758581E+00 0.115447E+02 0.429807E+02 0.205848E+01
    13611.00  0.872416E+00 0.104837E+02 0.415415E+02 0.105043E-04
    13711.00  0.979246E+00 0.948511E+01 0.399179E+02 0.162751E+01
    13811.00  0.107688E+01 0.854780E+01 0.381620E+02 0.572748E+01
    13911.00  0.116353E+01 0.767046E+01 0.363193E+02 0.113294E+02
    14011.00  0.123784E+01 0.685164E+01 0.344290E+02 0.176725E+02
    14111.00  0.129879E+01 0.608980E+01 0.325238E+02 0.241750E+02
    14211.00  0.134575E+01 0.538335E+01 0.306308E+02 0.304065E+02
    14311.00  0.137839E+01 0.473060E+01 0.287719E+02 0.360630E+02
    14411.00  0.139671E+01 0.412984E+01 0.269639E+02 0.409443E+02
    14511.00  0.140096E+01 0.357931E+01 0.252196E+02 0.449341E+02
    14611.00  0.139165E+01 0.307721E+01 0.235481E+02 0.479830E+02
    14711.00  0.136949E+01 0.262170E+01 0.219553E+02 0.500929E+02
    14811.00  0.133540E+01 0.221091E+01 0.204446E+02 0.513048E+02
    14911.00  0.129042E+01 0.184291E+01 0.190172E+02 0.516868E+02
    15011.00  0.123574E+01 0.151575E+01 0.176727E+02 0.513260E+02
    15111.00  0.117264E+01 0.122739E+01 0.164094E+02 0.503201E+02
    15211.00  0.110246E+01 0.975783E+00 0.152243E+02 0.487716E+02
    15311.00  0.102660E+01 0.758817E+00 0.141141E+02 0.467835E+02
    15411.00  0.946463E+00 0.574336E+00 0.130747E+02 0.444545E+02
    15511.00  0.863440E+00 0.420146E+00 0.121018E+02 0.418772E+02
    15611.00  0.778903E+00 0.294020E+00 0.111911E+02 0.391362E+02
    15711.00  0.694171E+00 0.193705E+00 0.103381E+02 0.363062E+02
    15811.00  0.610496E+00 0.116933E+00 0.953864E+01 0.334523E+02
    15911.00  0.529049E+00 0.614339E-01 0.878857E+01 0.306293E+02
    16011.00  0.450906E+00 0.249447E-01 0.808411E+01 0.278820E+02
    16111.00  0.377035E+00 0.522703E-02 0.742172E+01 0.252460E+02
    16211.00  0.308292E+00 0.804431E-04 0.679822E+01 0.227480E+02
    16311.00  0.245410E+00 0.735775E-02 0.621079E+01 0.204072E+02
    16411.00  0.188997E+00 0.249802E-01 0.565691E+01 0.182356E+02
    16511.00  0.139535E+00 0.509526E-01 0.513444E+01 0.162396E+02
    16611.00  0.973793E-01 0.833774E-01 0.464158E+01 0.144203E+02
    16711.00  0.627583E-01 0.120468E+00 0.417683E+01 0.127751E+02
    16811.00  0.357799E-01 0.160562E+00 0.373900E+01 0.112979E+02
    16911.00  0.164353E-01 0.202130E+00 0.332716E+01 0.998052E+01
    17011.00  0.460563E-02 0.243786E+00 0.294061E+01 0.881285E+01
    17111.00  0.698129E-04 0.284295E+00 0.257888E+01 0.778379E+01
    17211.00  0.251320E-02 0.322576E+00 0.224163E+01 0.688165E+01
    17311.00  0.115371E-01 0.357706E+00 0.192867E+01 0.609453E+01
    17411.00  0.266692E-01 0.388921E+00 0.163992E+01 0.541077E+01
    17511.00  0.473736E-01 0.415617E+00 0.137532E+01 0.481910E+01
    17611.00  0.730627E-01 0.437341E+00 0.113484E+01 0.430889E+01
    17711.00  0.103107E+00 0.453789E+00 0.918450E+00 0.387021E+01
    17811.00  0.136847E+00 0.464802E+00 0.726047E+00 0.349398E+01
    17911.00  0.173604E+00 0.470348E+00 0.557456E+00 0.317192E+01
    18011.00  0.212690E+00 0.470520E+00 0.412396E+00 0.289658E+01
    18111.00  0.253416E+00 0.465523E+00 0.290457E+00 0.266132E+01
    18211.00  0.295105E+00 0.455658E+00 0.191082E+00 0.246023E+01
    18311.00  0.337097E+00 0.441307E+00 0.113556E+00 0.228807E+01
    18411.00  0.378761E+00 0.422929E+00 0.569958E-01 0.214022E+01
    18511.00  0.419497E+00 0.401033E+00 0.203498E-01 0.201262E+01
    18611.00  0.458746E+00 0.376174E+00 0.239910E-02 0.190168E+01
    18711.00  0.495993E+00 0.348933E+00 0.176575E-02 0.180423E+01
    18811.00  0.530775E+00 0.319906E+00 0.169247E-01 0.171748E+01
    18911.00  0.562680E+00 0.289690E+00 0.462203E-01 0.163898E+01
    19011.00  0.591350E+00 0.258874E+00 0.878865E-01 0.156657E+01
    19111.00  0.616488E+00 0.228024E+00 0.140071E+00 0.149836E+01
    19311.00  0.655265E+00 0.168330E+00 0.268307E+00 0.136829E+01
    19511.00  0.677783E+00 0.114387E+00 0.415404E+00 0.123863E+01
    19711.00  0.683710E+00 0.691572E-01 0.566251E+00 0.110299E+01
    19911.00  0.673538E+00 0.346628E-01 0.707063E+00 0.958578E+00
    20111.00  0.648477E+00 0.119530E-01 0.826172E+00 0.806030E+00
    20311.00  0.610332E+00 0.114468E-02 0.914674E+00 0.649033E+00
    20511.00  0.561358E+00 0.152372E-02 0.966813E+00 0.493683E+00
    20711.00  0.504117E+00 0.116940E-01 0.980136E+00 0.347621E+00
    20911.00  0.441330E+00 0.297545E-01 0.955391E+00 0.219013E+00
    21111.00  0.375744E+00 0.534891E-01 0.896176E+00 0.115468E+00
    21311.00  0.310010E+00 0.805539E-01 0.808436E+00 0.430422E-01
    21511.00  0.246574E+00 0.108648E+00 0.699780E+00 0.542953E-02
    21711.00  0.187600E+00 0.135659E+00 0.578766E+00 0.344008E-02
    21911.00  0.134899E+00 0.159777E+00 0.454165E+00 0.348248E-01
    22111.00  0.898911E-01 0.179575E+00 0.334269E+00 0.944536E-01
    22311.00  0.535830E-01 0.194048E+00 0.226327E+00 0.174817E+00
    22511.00  0.265663E-01 0.202626E+00 0.136086E+00 0.266783E+00
    22711.00  0.903178E-02 0.205155E+00 0.675222E-01 0.360510E+00
    22911.00  0.798072E-03 0.201852E+00 0.227160E-01 0.446415E+00
    23111.00  0.135226E-02 0.193249E+00 0.189250E-02 0.516083E+00
    23311.00  0.989864E-02 0.180119E+00 0.359461E-02 0.563024E+00
    23511.00  0.254134E-01 0.163406E+00 0.249644E-01 0.583204E+00
    23711.00  0.467023E-01 0.144146E+00 0.620966E-01 0.575320E+00
    23911.00  0.724586E-01 0.123404E+00 0.110428E+00 0.540780E+00
    24111.00  0.101320E+00 0.102210E+00 0.165133E+00 0.483439E+00
    24311.00  0.131921E+00 0.815078E-01 0.221484E+00 0.409103E+00
    24511.00  0.162941E+00 0.621248E-01 0.275171E+00 0.324896E+00
    24711.00  0.193148E+00 0.447389E-01 0.322540E+00 0.238526E+00
    24911.00  0.221431E+00 0.298689E-01 0.360769E+00 0.157563E+00
    25111.00  0.246828E+00 0.178688E-01 0.387943E+00 0.887648E-01
    25311.00  0.268548E+00 0.893363E-02 0.403080E+00 0.375320E-01
    25511.00  0.285982E+00 0.311092E-02 0.406067E+00 0.751936E-02
    25711.00  0.298707E+00 0.317742E-03 0.397559E+00 0.431794E-03
    25911.00  0.306489E+00 0.360878E-03 0.378833E+00 0.160042E-01
    26111.00  0.309270E+00 0.295884E-02 0.351626E+00 0.521532E-01
    26311.00  0.307160E+00 0.776408E-02 0.317959E+00 0.105271E+00
    26511.00  0.300420E+00 0.143846E-01 0.279976E+00 0.170624E+00
    26711.00  0.289439E+00 0.224035E-01 0.239790E+00 0.242806E+00
    26911.00  0.274711E+00 0.313974E-01 0.199365E+00 0.316219E+00
         IE==>      8            9           10           11
        1.00  0.429172E-07 0.973289E-07 0.489794E-06 0.986018E-06
        2.00  0.155925E-04 0.356202E-04 0.178180E-03 0.354776E-03
        3.00  0.491304E-03 0.113056E-02 0.562149E-02 0.110701E-01
        4.00  0.569011E-02 0.131894E-01 0.651895E-01 0.126960E+00
        5.00  0.380878E-01 0.889294E-01 0.436913E+00 0.841506E+00
        6.00  0.180261E+00 0.423946E+00 0.207043E+01 0.394345E+01
        7.00  0.671700E+00 0.159121E+01 0.772466E+01 0.145490E+02
        8.00  0.210128E+01 0.501391E+01 0.241954E+02 0.450613E+02
        9.00  0.575192E+01 0.138242E+02 0.663133E+02 0.122116E+03
       10.00  0.141721E+02 0.343075E+02 0.163591E+03 0.297860E+03
       11.00  0.320702E+02 0.781953E+02 0.370647E+03 0.667232E+03
       12.00  0.676517E+02 0.166141E+03 0.782833E+03 0.139325E+04
       13.00  0.134547E+03 0.332802E+03 0.155881E+04 0.274270E+04
       14.00  0.254510E+03 0.634053E+03 0.295222E+04 0.513498E+04
       15.00  0.461104E+03 0.115698E+04 0.535507E+04 0.920748E+04
       16.00  0.804643E+03 0.203343E+04 0.935597E+04 0.159012E+05
       17.00  0.135869E+04 0.345813E+04 0.158169E+05 0.265711E+05
       18.00  0.222850E+04 0.571247E+04 0.259734E+05 0.431260E+05
       19.00  0.356184E+04 0.919542E+04 0.415623E+05 0.682049E+05
       20.00  0.556269E+04 0.144632E+05 0.649858E+05 0.105394E+06
       21.00  0.850848E+04 0.222796E+05 0.995155E+05 0.159496E+06
       22.00  0.127715E+05 0.336800E+05 0.149549E+06 0.236855E+06
       23.00  0.188456E+05 0.500502E+05 0.220927E+06 0.345753E+06
       24.00  0.273782E+05 0.732259E+05 0.321322E+06 0.496882E+06
       25.00  0.392108E+05 0.105615E+06 0.460717E+06 0.703915E+06
       26.00  0.554267E+05 0.150346E+06 0.651986E+06 0.984179E+06
       27.00  0.774099E+05 0.211456E+06 0.911598E+06 0.135946E+07
       28.00  0.106916E+06 0.294113E+06 0.126048E+07 0.185695E+07
       29.00  0.146157E+06 0.404887E+06 0.172502E+07 0.251039E+07
       30.00  0.197906E+06 0.552090E+06 0.233836E+07 0.336135E+07
       31.00  0.265617E+06 0.746174E+06 0.314184E+07 0.446085E+07
       32.00  0.353574E+06 0.100022E+07 0.418681E+07 0.587115E+07
       33.00  0.467072E+06 0.133053E+07 0.553679E+07 0.766793E+07
       34.00  0.612622E+06 0.175734E+07 0.727000E+07 0.994284E+07
       35.00  0.798208E+06 0.230567E+07 0.948250E+07 0.128064E+08
       36.00  0.103359E+07 0.300637E+07 0.122918E+08 0.163918E+08
       37.00  0.133065E+07 0.389735E+07 0.158413E+08 0.208583E+08
       38.00  0.170385E+07 0.502509E+07 0.203057E+08 0.263970E+08
       39.00  0.217073E+07 0.644647E+07 0.258968E+08 0.332358E+08
       40.00  0.275253E+07 0.823089E+07 0.328719E+08 0.416465E+08
       42.00  0.436892E+07 0.132457E+08 0.522830E+08 0.645387E+08
       44.00  0.682905E+07 0.209910E+08 0.818899E+08 0.984644E+08
       46.00  0.105342E+08 0.328273E+08 0.126575E+09 0.148206E+09
       48.00  0.160677E+08 0.507608E+08 0.193445E+09 0.220508E+09
       50.00  0.242778E+08 0.777529E+08 0.292865E+09 0.324905E+09
