          9         9        12      1181C   C   D    0.822591500D+05
 E STATE HAS LABEL C   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  8
     -17186.93257    -14988.06724    -12920.96364    -10983.69777
     -9175.19106     -7496.22782     -5948.73621     -4536.97085
     -3267.35947     -2150.10574     -1201.03769      -444.75110
 PROPORTION OF STATE C   
       87.21  0.157189E+01 0.521022E+03 0.205836E+06 0.702701E+07
       87.24  0.152507E+01 0.505475E+03 0.199682E+06 0.681725E+07
       87.26  0.148001E+01 0.490512E+03 0.193759E+06 0.661536E+07
       87.29  0.143664E+01 0.476111E+03 0.188058E+06 0.642107E+07
       87.31  0.139490E+01 0.462253E+03 0.182573E+06 0.623411E+07
       87.33  0.135475E+01 0.448923E+03 0.177297E+06 0.605426E+07
       87.36  0.131610E+01 0.436091E+03 0.172218E+06 0.588114E+07
       87.39  0.127890E+01 0.423742E+03 0.167332E+06 0.571455E+07
       87.41  0.124311E+01 0.411859E+03 0.162629E+06 0.555422E+07
       87.44  0.120865E+01 0.400421E+03 0.158102E+06 0.539991E+07
       87.46  0.117550E+01 0.389415E+03 0.153747E+06 0.525143E+07
       87.49  0.114357E+01 0.378816E+03 0.149553E+06 0.510844E+07
       87.51  0.111282E+01 0.368610E+03 0.145515E+06 0.497075E+07
       87.54  0.108321E+01 0.358782E+03 0.141626E+06 0.483816E+07
       87.56  0.105468E+01 0.349315E+03 0.137880E+06 0.471045E+07
       87.58  0.102721E+01 0.340197E+03 0.134273E+06 0.458745E+07
       87.61  0.100073E+01 0.331408E+03 0.130796E+06 0.446888E+07
       87.64  0.975207E+00 0.322937E+03 0.127445E+06 0.435461E+07
       87.66  0.950599E+00 0.314771E+03 0.124214E+06 0.424444E+07
       87.69  0.926868E+00 0.306896E+03 0.121099E+06 0.413820E+07
       87.71  0.903986E+00 0.299302E+03 0.118095E+06 0.403577E+07
       87.74  0.881902E+00 0.291974E+03 0.115197E+06 0.393691E+07
       87.76  0.860589E+00 0.284902E+03 0.112400E+06 0.384151E+07
       87.79  0.840016E+00 0.278076E+03 0.109700E+06 0.374943E+07
       87.81  0.820152E+00 0.271485E+03 0.107093E+06 0.366052E+07
       87.83  0.800972E+00 0.265121E+03 0.104576E+06 0.357467E+07
       87.86  0.782436E+00 0.258972E+03 0.102144E+06 0.349172E+07
       87.89  0.764525E+00 0.253029E+03 0.997939E+05 0.341156E+07
       87.91  0.747212E+00 0.247286E+03 0.975224E+05 0.333408E+07
       87.94  0.730472E+00 0.241732E+03 0.953264E+05 0.325916E+07
       87.96  0.714287E+00 0.236363E+03 0.932032E+05 0.318674E+07
       87.99  0.698625E+00 0.231167E+03 0.911488E+05 0.311665E+07
       88.00  0.689473E+00 0.228132E+03 0.899484E+05 0.307570E+07
       88.01  0.683470E+00 0.226140E+03 0.891609E+05 0.304884E+07
       88.04  0.668800E+00 0.221274E+03 0.872370E+05 0.298320E+07
       88.06  0.654597E+00 0.216563E+03 0.853743E+05 0.291965E+07
       88.08  0.640847E+00 0.212002E+03 0.835710E+05 0.285813E+07
       88.11  0.627522E+00 0.207582E+03 0.818238E+05 0.279852E+07
       88.14  0.614612E+00 0.203300E+03 0.801308E+05 0.274076E+07
       88.16  0.602098E+00 0.199150E+03 0.784901E+05 0.268478E+07
       88.19  0.589966E+00 0.195126E+03 0.768995E+05 0.263050E+07
       88.21  0.578206E+00 0.191226E+03 0.753576E+05 0.257789E+07
       88.24  0.566794E+00 0.187442E+03 0.738616E+05 0.252685E+07
       88.26  0.555723E+00 0.183770E+03 0.724103E+05 0.247732E+07
       88.29  0.544978E+00 0.180207E+03 0.710019E+05 0.242926E+07
       88.31  0.534548E+00 0.176748E+03 0.696348E+05 0.238261E+07
       88.33  0.524424E+00 0.173391E+03 0.683078E+05 0.233733E+07
       88.36  0.514588E+00 0.170129E+03 0.670188E+05 0.229334E+07
       88.39  0.505033E+00 0.166961E+03 0.657666E+05 0.225060E+07
       88.41  0.495749E+00 0.163883E+03 0.645500E+05 0.220908E+07
       88.44  0.486726E+00 0.160891E+03 0.633676E+05 0.216873E+07
       88.46  0.477957E+00 0.157983E+03 0.622186E+05 0.212951E+07
       88.49  0.469427E+00 0.155155E+03 0.611010E+05 0.209137E+07
       88.51  0.461131E+00 0.152405E+03 0.600141E+05 0.205427E+07
       88.54  0.453061E+00 0.149729E+03 0.589569E+05 0.201819E+07
       88.56  0.445209E+00 0.147126E+03 0.579282E+05 0.198307E+07
       88.58  0.437568E+00 0.144593E+03 0.569274E+05 0.194891E+07
       88.61  0.430129E+00 0.142127E+03 0.559528E+05 0.191565E+07
       88.64  0.422885E+00 0.139726E+03 0.550040E+05 0.188326E+07
       88.66  0.415830E+00 0.137387E+03 0.540800E+05 0.185172E+07
       88.69  0.408958E+00 0.135109E+03 0.531800E+05 0.182100E+07
       88.71  0.402265E+00 0.132890E+03 0.523035E+05 0.179107E+07
       88.74  0.395740E+00 0.130727E+03 0.514490E+05 0.176190E+07
       88.76  0.389380E+00 0.128620E+03 0.506163E+05 0.173347E+07
       88.79  0.383180E+00 0.126564E+03 0.498044E+05 0.170576E+07
       88.81  0.377135E+00 0.124561E+03 0.490129E+05 0.167873E+07
       88.83  0.371240E+00 0.122607E+03 0.482411E+05 0.165238E+07
       88.86  0.365489E+00 0.120701E+03 0.474881E+05 0.162667E+07
       88.89  0.359877E+00 0.118841E+03 0.467534E+05 0.160159E+07
       88.91  0.354401E+00 0.117026E+03 0.460366E+05 0.157712E+07
       88.94  0.349056E+00 0.115255E+03 0.453369E+05 0.155323E+07
       88.96  0.343840E+00 0.113526E+03 0.446541E+05 0.152991E+07
       88.99  0.338745E+00 0.111838E+03 0.439873E+05 0.150714E+07
       89.01  0.333770E+00 0.110189E+03 0.433361E+05 0.148491E+07
       89.04  0.328910E+00 0.108579E+03 0.427001E+05 0.146319E+07
       89.06  0.324163E+00 0.107005E+03 0.420788E+05 0.144197E+07
       89.08  0.319525E+00 0.105469E+03 0.414719E+05 0.142125E+07
       89.11  0.314992E+00 0.103967E+03 0.408787E+05 0.140099E+07
       89.14  0.310561E+00 0.102498E+03 0.402989E+05 0.138119E+07
       89.16  0.306229E+00 0.101063E+03 0.397321E+05 0.136184E+07
       89.19  0.301994E+00 0.996599E+02 0.391780E+05 0.134291E+07
       89.21  0.297854E+00 0.982880E+02 0.386363E+05 0.132441E+07
       89.24  0.293803E+00 0.969459E+02 0.381063E+05 0.130631E+07
       89.26  0.289840E+00 0.956330E+02 0.375879E+05 0.128861E+07
       89.29  0.285963E+00 0.943485E+02 0.370807E+05 0.127128E+07
       89.31  0.282169E+00 0.930916E+02 0.365845E+05 0.125433E+07
       89.33  0.278457E+00 0.918618E+02 0.360989E+05 0.123775E+07
       89.36  0.274822E+00 0.906578E+02 0.356236E+05 0.122151E+07
       89.39  0.271264E+00 0.894791E+02 0.351582E+05 0.120562E+07
       89.41  0.267781E+00 0.883250E+02 0.347026E+05 0.119005E+07
       89.44  0.264369E+00 0.871949E+02 0.342564E+05 0.117481E+07
       89.46  0.261029E+00 0.860884E+02 0.338196E+05 0.115989E+07
       89.49  0.257756E+00 0.850042E+02 0.333916E+05 0.114527E+07
       89.51  0.254549E+00 0.839421E+02 0.329723E+05 0.113095E+07
       89.54  0.251407E+00 0.829013E+02 0.325615E+05 0.111691E+07
       89.56  0.248328E+00 0.818815E+02 0.321589E+05 0.110316E+07
       89.58  0.245311E+00 0.808823E+02 0.317645E+05 0.108969E+07
       89.61  0.242353E+00 0.799025E+02 0.313777E+05 0.107648E+07
       89.64  0.239453E+00 0.789421E+02 0.309986E+05 0.106352E+07
       89.66  0.236610E+00 0.780003E+02 0.306269E+05 0.105083E+07
       89.69  0.233822E+00 0.770769E+02 0.302624E+05 0.103837E+07
       89.71  0.231088E+00 0.761715E+02 0.299051E+05 0.102616E+07
       89.74  0.228406E+00 0.752832E+02 0.295545E+05 0.101419E+07
       89.76  0.225774E+00 0.744118E+02 0.292106E+05 0.100243E+07
       89.79  0.223193E+00 0.735568E+02 0.288731E+05 0.990906E+06
       89.81  0.220660E+00 0.727179E+02 0.285421E+05 0.979594E+06
       89.83  0.218174E+00 0.718950E+02 0.282173E+05 0.968497E+06
       89.86  0.215735E+00 0.710870E+02 0.278984E+05 0.957602E+06
       89.89  0.213340E+00 0.702939E+02 0.275855E+05 0.946908E+06
       89.91  0.210988E+00 0.695154E+02 0.272782E+05 0.936410E+06
       89.94  0.208680E+00 0.687510E+02 0.269766E+05 0.926103E+06
       89.96  0.206414E+00 0.680007E+02 0.266805E+05 0.915986E+06
       89.99  0.204188E+00 0.672636E+02 0.263897E+05 0.906047E+06
       90.00  0.202872E+00 0.668278E+02 0.262177E+05 0.900170E+06
       92.00  0.103642E+00 0.339896E+02 0.132683E+05 0.457429E+06
       94.00  0.670842E-01 0.219035E+02 0.850781E+04 0.294512E+06
       96.00  0.493853E-01 0.160539E+02 0.620473E+04 0.215667E+06
       98.00  0.393844E-01 0.127469E+02 0.490214E+04 0.171089E+06
      100.00  0.331528E-01 0.106833E+02 0.408816E+04 0.143265E+06
      102.00  0.290057E-01 0.930635E+01 0.354361E+04 0.124690E+06
      104.00  0.261163E-01 0.834309E+01 0.316112E+04 0.111686E+06
      106.00  0.240377E-01 0.764598E+01 0.288267E+04 0.102265E+06
      108.00  0.225092E-01 0.712909E+01 0.267453E+04 0.952684E+05
      110.00  0.213700E-01 0.673937E+01 0.251586E+04 0.899826E+05
      112.00  0.205160E-01 0.644250E+01 0.239318E+04 0.859447E+05
      114.00  0.198770E-01 0.621534E+01 0.229744E+04 0.828432E+05
      116.00  0.194040E-01 0.604181E+01 0.222232E+04 0.804614E+05
      118.00  0.190622E-01 0.591039E+01 0.216330E+04 0.786442E+05
      122.00  0.186756E-01 0.574213E+01 0.208116E+04 0.762760E+05
      126.00  0.185781E-01 0.566473E+01 0.203306E+04 0.751216E+05
      130.00  0.186858E-01 0.565064E+01 0.200825E+04 0.748100E+05
      134.00  0.189452E-01 0.568223E+01 0.199984E+04 0.751039E+05
      138.00  0.193202E-01 0.574763E+01 0.200322E+04 0.758439E+05
      142.00  0.197853E-01 0.583851E+01 0.201518E+04 0.769178E+05
      146.00  0.203217E-01 0.594878E+01 0.203339E+04 0.782441E+05
      150.00  0.209153E-01 0.607383E+01 0.205610E+04 0.797610E+05
      154.00  0.215546E-01 0.621005E+01 0.208196E+04 0.814204E+05
      158.00  0.222306E-01 0.635454E+01 0.210991E+04 0.831836E+05
      162.00  0.229356E-01 0.650494E+01 0.213912E+04 0.850193E+05
      166.00  0.236630E-01 0.665930E+01 0.216889E+04 0.869018E+05
      170.00  0.244076E-01 0.681600E+01 0.219869E+04 0.888098E+05
      174.00  0.251646E-01 0.697369E+01 0.222808E+04 0.907258E+05
      178.00  0.259300E-01 0.713126E+01 0.225670E+04 0.926352E+05
      182.00  0.267004E-01 0.728774E+01 0.228426E+04 0.945255E+05
      186.00  0.274725E-01 0.744229E+01 0.231054E+04 0.963862E+05
      190.00  0.282437E-01 0.759423E+01 0.233534E+04 0.982084E+05
      194.00  0.290116E-01 0.774296E+01 0.235852E+04 0.999847E+05
      198.00  0.297740E-01 0.788800E+01 0.237998E+04 0.101709E+06
      202.00  0.305293E-01 0.802898E+01 0.239964E+04 0.103377E+06
      206.00  0.312760E-01 0.816562E+01 0.241746E+04 0.104986E+06
      210.00  0.320131E-01 0.829771E+01 0.243344E+04 0.106532E+06
      214.00  0.327394E-01 0.842508E+01 0.244756E+04 0.108015E+06
      218.00  0.334543E-01 0.854764E+01 0.245985E+04 0.109432E+06
      222.00  0.341571E-01 0.866531E+01 0.247034E+04 0.110784E+06
      226.00  0.348472E-01 0.877806E+01 0.247905E+04 0.112071E+06
      230.00  0.355242E-01 0.888590E+01 0.248604E+04 0.113292E+06
      234.00  0.361879E-01 0.898887E+01 0.249137E+04 0.114449E+06
      238.00  0.368383E-01 0.908704E+01 0.249509E+04 0.115543E+06
      242.00  0.374754E-01 0.918053E+01 0.249728E+04 0.116575E+06
      246.00  0.380992E-01 0.926944E+01 0.249801E+04 0.117548E+06
      250.00  0.387100E-01 0.935391E+01 0.249736E+04 0.118462E+06
      254.00  0.393079E-01 0.943408E+01 0.249539E+04 0.119321E+06
      258.00  0.398931E-01 0.951006E+01 0.249217E+04 0.120126E+06
      262.00  0.404658E-01 0.958201E+01 0.248778E+04 0.120878E+06
      266.00  0.410263E-01 0.965004E+01 0.248227E+04 0.121581E+06
      270.00  0.415749E-01 0.971431E+01 0.247572E+04 0.122235E+06
      274.00  0.421118E-01 0.977497E+01 0.246820E+04 0.122843E+06
      282.00  0.431523E-01 0.988602E+01 0.245045E+04 0.123929E+06
      290.00  0.441506E-01 0.998438E+01 0.242954E+04 0.124854E+06
      298.00  0.451094E-01 0.100711E+02 0.240587E+04 0.125634E+06
      306.00  0.460311E-01 0.101472E+02 0.237984E+04 0.126281E+06
      314.00  0.469178E-01 0.102134E+02 0.235177E+04 0.126807E+06
      322.00  0.477720E-01 0.102707E+02 0.232199E+04 0.127223E+06
      330.00  0.485959E-01 0.103199E+02 0.229076E+04 0.127540E+06
      338.00  0.493916E-01 0.103616E+02 0.225836E+04 0.127769E+06
      346.00  0.501610E-01 0.103966E+02 0.222498E+04 0.127916E+06
      354.00  0.509056E-01 0.104254E+02 0.219082E+04 0.127990E+06
      362.00  0.516270E-01 0.104485E+02 0.215604E+04 0.127998E+06
      370.00  0.523267E-01 0.104665E+02 0.212080E+04 0.127946E+06
      378.00  0.530064E-01 0.104798E+02 0.208523E+04 0.127840E+06
      386.00  0.536674E-01 0.104888E+02 0.204946E+04 0.127686E+06
      394.00  0.543108E-01 0.104939E+02 0.201358E+04 0.127489E+06
      402.00  0.549376E-01 0.104954E+02 0.197768E+04 0.127252E+06
      410.00  0.555487E-01 0.104937E+02 0.194184E+04 0.126980E+06
      418.00  0.561450E-01 0.104889E+02 0.190611E+04 0.126675E+06
      426.00  0.567274E-01 0.104814E+02 0.187056E+04 0.126341E+06
      434.00  0.572967E-01 0.104713E+02 0.183525E+04 0.125982E+06
      442.00  0.578534E-01 0.104589E+02 0.180020E+04 0.125598E+06
      450.00  0.583979E-01 0.104444E+02 0.176545E+04 0.125192E+06
      458.00  0.589306E-01 0.104277E+02 0.173103E+04 0.124767E+06
      466.00  0.594519E-01 0.104092E+02 0.169697E+04 0.124322E+06
      474.00  0.599622E-01 0.103888E+02 0.166327E+04 0.123860E+06
      482.00  0.604618E-01 0.103668E+02 0.162997E+04 0.123383E+06
      490.00  0.609511E-01 0.103432E+02 0.159708E+04 0.122891E+06
      498.00  0.614302E-01 0.103182E+02 0.156460E+04 0.122386E+06
      506.00  0.618992E-01 0.102916E+02 0.153255E+04 0.121868E+06
      514.00  0.623583E-01 0.102638E+02 0.150093E+04 0.121338E+06
      522.00  0.628077E-01 0.102346E+02 0.146974E+04 0.120798E+06
      530.00  0.632475E-01 0.102043E+02 0.143901E+04 0.120247E+06
      538.00  0.636781E-01 0.101728E+02 0.140872E+04 0.119687E+06
      546.00  0.640996E-01 0.101402E+02 0.137888E+04 0.119118E+06
      554.00  0.645122E-01 0.101066E+02 0.134950E+04 0.118542E+06
      562.00  0.649159E-01 0.100721E+02 0.132058E+04 0.117958E+06
      570.00  0.653108E-01 0.100366E+02 0.129211E+04 0.117367E+06
      578.00  0.656971E-01 0.100003E+02 0.126410E+04 0.116770E+06
      586.00  0.660748E-01 0.996314E+01 0.123654E+04 0.116167E+06
      596.00  0.665353E-01 0.991559E+01 0.120273E+04 0.115406E+06
      606.00  0.669830E-01 0.986693E+01 0.116963E+04 0.114638E+06
      616.00  0.674182E-01 0.981720E+01 0.113722E+04 0.113863E+06
      626.00  0.678407E-01 0.976646E+01 0.110551E+04 0.113082E+06
      636.00  0.682506E-01 0.971475E+01 0.107448E+04 0.112295E+06
      646.00  0.686481E-01 0.966213E+01 0.104413E+04 0.111504E+06
      656.00  0.690332E-01 0.960864E+01 0.101445E+04 0.110707E+06
      666.00  0.694060E-01 0.955433E+01 0.985421E+03 0.109907E+06
      676.00  0.697666E-01 0.949925E+01 0.957043E+03 0.109102E+06
      686.00  0.701149E-01 0.944341E+01 0.929303E+03 0.108294E+06
      696.00  0.704507E-01 0.938684E+01 0.902190E+03 0.107482E+06
      706.00  0.707742E-01 0.932957E+01 0.875692E+03 0.106668E+06
      716.00  0.710853E-01 0.927162E+01 0.849801E+03 0.105850E+06
      726.00  0.713840E-01 0.921305E+01 0.824507E+03 0.105030E+06
      736.00  0.716706E-01 0.915388E+01 0.799801E+03 0.104207E+06
      746.00  0.719450E-01 0.909415E+01 0.775674E+03 0.103383E+06
      756.00  0.722071E-01 0.903387E+01 0.752114E+03 0.102556E+06
      766.00  0.724571E-01 0.897308E+01 0.729111E+03 0.101728E+06
      776.00  0.726948E-01 0.891181E+01 0.706657E+03 0.100899E+06
      786.00  0.729205E-01 0.885008E+01 0.684742E+03 0.100069E+06
      796.00  0.731343E-01 0.878794E+01 0.663358E+03 0.992381E+05
      806.00  0.733362E-01 0.872541E+01 0.642495E+03 0.984069E+05
      816.00  0.735264E-01 0.866254E+01 0.622145E+03 0.975755E+05
      826.00  0.737048E-01 0.859933E+01 0.602297E+03 0.967442E+05
      836.00  0.738716E-01 0.853582E+01 0.582943E+03 0.959130E+05
      846.00  0.740267E-01 0.847201E+01 0.564072E+03 0.950821E+05
      856.00  0.741701E-01 0.840795E+01 0.545677E+03 0.942519E+05
      866.00  0.743022E-01 0.834365E+01 0.527748E+03 0.934224E+05
      876.00  0.744228E-01 0.827915E+01 0.510276E+03 0.925940E+05
      886.00  0.745321E-01 0.821445E+01 0.493254E+03 0.917666E+05
      896.00  0.746301E-01 0.814958E+01 0.476671E+03 0.909406E+05
      906.00  0.747168E-01 0.808455E+01 0.460519E+03 0.901158E+05
      916.00  0.747921E-01 0.801938E+01 0.444789E+03 0.892925E+05
      926.00  0.748563E-01 0.795407E+01 0.429473E+03 0.884707E+05
      936.00  0.749092E-01 0.788866E+01 0.414563E+03 0.876506E+05
      946.00  0.749511E-01 0.782316E+01 0.400051E+03 0.868323E+05
      956.00  0.749819E-01 0.775759E+01 0.385928E+03 0.860161E+05
      966.00  0.750019E-01 0.769197E+01 0.372187E+03 0.852019E+05
      976.00  0.750109E-01 0.762631E+01 0.358820E+03 0.843899E+05
      986.00  0.750090E-01 0.756062E+01 0.345819E+03 0.835802E+05
      996.00  0.749963E-01 0.749492E+01 0.333177E+03 0.827728E+05
     1006.00  0.749729E-01 0.742923E+01 0.320887E+03 0.819679E+05
     1016.00  0.749390E-01 0.736356E+01 0.308941E+03 0.811656E+05
     1026.00  0.748945E-01 0.729793E+01 0.297332E+03 0.803661E+05
     1036.00  0.748397E-01 0.723237E+01 0.286053E+03 0.795695E+05
     1046.00  0.747746E-01 0.716688E+01 0.275098E+03 0.787759E+05
     1056.00  0.746993E-01 0.710148E+01 0.264460E+03 0.779854E+05
     1066.00  0.746139E-01 0.703617E+01 0.254131E+03 0.771981E+05
     1076.00  0.745184E-01 0.697098E+01 0.244105E+03 0.764140E+05
     1086.00  0.744130E-01 0.690592E+01 0.234376E+03 0.756332E+05
     1096.00  0.742977E-01 0.684100E+01 0.224937E+03 0.748559E+05
     1106.00  0.741728E-01 0.677623E+01 0.215782E+03 0.740822E+05
     1116.00  0.740382E-01 0.671163E+01 0.206905E+03 0.733121E+05
     1126.00  0.738942E-01 0.664721E+01 0.198300E+03 0.725457E+05
     1136.00  0.737407E-01 0.658298E+01 0.189960E+03 0.717830E+05
     1146.00  0.735778E-01 0.651895E+01 0.181880E+03 0.710242E+05
     1156.00  0.734057E-01 0.645512E+01 0.174054E+03 0.702692E+05
     1166.00  0.732243E-01 0.639150E+01 0.166475E+03 0.695180E+05
     1176.00  0.730339E-01 0.632811E+01 0.159139E+03 0.687709E+05
     1186.00  0.728344E-01 0.626496E+01 0.152040E+03 0.680277E+05
     1196.00  0.726261E-01 0.620205E+01 0.145173E+03 0.672887E+05
     1206.00  0.724091E-01 0.613939E+01 0.138532E+03 0.665538E+05
     1216.00  0.721833E-01 0.607700E+01 0.132112E+03 0.658231E+05
     1226.00  0.719490E-01 0.601487E+01 0.125908E+03 0.650966E+05
     1236.00  0.717062E-01 0.595303E+01 0.119914E+03 0.643744E+05
     1246.00  0.714550E-01 0.589146E+01 0.114126E+03 0.636565E+05
     1256.00  0.711955E-01 0.583019E+01 0.108539E+03 0.629429E+05
     1266.00  0.709278E-01 0.576922E+01 0.103149E+03 0.622337E+05
     1276.00  0.706522E-01 0.570855E+01 0.979498E+02 0.615290E+05
     1286.00  0.703686E-01 0.564821E+01 0.929376E+02 0.608288E+05
     1296.00  0.700773E-01 0.558819E+01 0.881079E+02 0.601331E+05
     1306.00  0.697783E-01 0.552851E+01 0.834561E+02 0.594421E+05
     1316.00  0.694718E-01 0.546916E+01 0.789779E+02 0.587557E+05
     1326.00  0.691578E-01 0.541016E+01 0.746691E+02 0.580739E+05
     1336.00  0.688365E-01 0.535150E+01 0.705253E+02 0.573969E+05
     1346.00  0.685081E-01 0.529321E+01 0.665424E+02 0.567245E+05
     1356.00  0.681726E-01 0.523527E+01 0.627165E+02 0.560570E+05
     1366.00  0.678301E-01 0.517771E+01 0.590435E+02 0.553942E+05
     1376.00  0.674809E-01 0.512052E+01 0.555196E+02 0.547363E+05
     1386.00  0.671250E-01 0.506371E+01 0.521409E+02 0.540832E+05
     1396.00  0.667626E-01 0.500729E+01 0.489036E+02 0.534351E+05
     1406.00  0.663937E-01 0.495125E+01 0.458041E+02 0.527918E+05
     1416.00  0.660185E-01 0.489561E+01 0.428386E+02 0.521534E+05
     1426.00  0.656371E-01 0.484036E+01 0.400037E+02 0.515200E+05
     1436.00  0.652496E-01 0.478551E+01 0.372959E+02 0.508915E+05
     1446.00  0.648561E-01 0.473107E+01 0.347117E+02 0.502679E+05
     1456.00  0.644567E-01 0.467702E+01 0.322478E+02 0.496492E+05
     1466.00  0.640517E-01 0.462339E+01 0.299009E+02 0.490355E+05
     1476.00  0.636410E-01 0.457017E+01 0.276677E+02 0.484268E+05
     1486.00  0.632248E-01 0.451737E+01 0.255453E+02 0.478231E+05
     1496.00  0.628033E-01 0.446498E+01 0.235303E+02 0.472244E+05
     1506.00  0.623765E-01 0.441301E+01 0.216199E+02 0.466307E+05
     1516.00  0.619446E-01 0.436146E+01 0.198110E+02 0.460419E+05
     1526.00  0.615076E-01 0.431033E+01 0.181007E+02 0.454581E+05
     1536.00  0.610657E-01 0.425963E+01 0.164861E+02 0.448793E+05
     1546.00  0.606191E-01 0.420935E+01 0.149646E+02 0.443055E+05
     1556.00  0.601677E-01 0.415950E+01 0.135333E+02 0.437367E+05
     1566.00  0.597119E-01 0.411008E+01 0.121895E+02 0.431728E+05
     1576.00  0.592516E-01 0.406109E+01 0.109307E+02 0.426140E+05
     1586.00  0.587871E-01 0.401254E+01 0.975423E+01 0.420602E+05
     1596.00  0.583185E-01 0.396441E+01 0.865762E+01 0.415113E+05
     1606.00  0.578458E-01 0.391673E+01 0.763840E+01 0.409675E+05
     1616.00  0.573692E-01 0.386948E+01 0.669415E+01 0.404286E+05
     1626.00  0.568888E-01 0.382267E+01 0.582250E+01 0.398947E+05
     1636.00  0.564047E-01 0.377629E+01 0.502115E+01 0.393657E+05
     1646.00  0.559171E-01 0.373035E+01 0.428783E+01 0.388418E+05
     1656.00  0.554261E-01 0.368485E+01 0.362034E+01 0.383227E+05
     1666.00  0.549318E-01 0.363979E+01 0.301650E+01 0.378086E+05
     1676.00  0.544343E-01 0.359517E+01 0.247420E+01 0.372995E+05
     1686.00  0.539338E-01 0.355099E+01 0.199137E+01 0.367953E+05
     1696.00  0.534304E-01 0.350724E+01 0.156598E+01 0.362960E+05
     1706.00  0.529242E-01 0.346394E+01 0.119604E+01 0.358016E+05
     1716.00  0.524153E-01 0.342107E+01 0.879628E+00 0.353121E+05
     1726.00  0.519039E-01 0.337864E+01 0.614841E+00 0.348274E+05
