# Data for C+ transitions (P and R) 
#  Number of transitions: 608 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 osc strength f 		 Gamma [1/s]
    16      2     17      6              1276.27          2.43000E-02          9.79000E+08
     6      2      7      7              1276.35          6.09000E-03          1.13000E+09
    14      2     13      7              1276.35          4.47000E-03          1.03000E+09
    15      2     14      7              1279.24          5.99000E-03          1.08000E+09
    17      2     18      6              1280.80          2.03000E-02          1.07000E+09
    16      2     15      7              1281.16          5.28000E-03          9.79000E+08
     8      2      9      7              1283.17          2.79000E-03          1.07000E+09
    18      2     19      6              1284.37          2.06000E-02          1.03000E+09
     9      2     10      7              1285.91          6.36000E-03          1.11000E+09
    18      2     17      7              1285.91          6.21000E-03          1.03000E+09
    19      2     20      6              1288.10          1.62000E-02          1.05000E+09
    20      2     19      7              1289.54          3.57000E-03          1.05000E+09
    10      2     11      7              1289.56          5.47000E-03          1.11000E+09
    20      2     21      6              1291.08          1.42000E-02          1.05000E+09
    21      2     22      6              1293.95          7.30000E-03          8.88000E+08
    12      2     13      7              1296.22          3.85000E-03          1.09000E+09
    14      2     13      8              1309.62          2.56000E-03          1.03000E+09
    14      3     13      4              1141.38          9.53000E-03          1.07000E+09
    10      3     11      4              1144.78          1.79000E-02          1.07000E+09
    16      3     17      3              1145.21          3.28000E-03          1.06000E+09
    15      3     14      4              1147.11          5.25000E-03          1.01000E+09
     4      3      3      5              1147.87          2.76000E-03          1.11000E+09
    11      3     12      4              1149.91          8.96000E-03          1.05000E+09
     6      3      5      5              1150.93          1.94000E-03          1.10000E+09
    16      3     15      4              1152.46          1.00000E-02          1.06000E+09
     8      3      7      5              1155.32          5.56000E-03          1.08000E+09
    12      3     13      4              1156.17          1.56000E-02          1.08000E+09
     9      3      8      5              1158.54          3.75000E-03          1.09000E+09
    17      3     16      4              1158.68          4.35000E-03          9.82000E+08
    18      3     19      3              1160.17          3.41000E-03          1.05000E+09
    10      3      9      5              1162.12          2.08000E-03          1.07000E+09
    13      3     14      4              1162.78          1.84000E-02          9.73000E+08
    18      3     17      4              1164.45          9.95000E-03          1.05000E+09
    11      3     10      5              1165.28          6.27000E-03          1.05000E+09
    19      3     20      3              1167.52          2.82000E-03          9.58000E+08
    14      3     15      4              1168.53          1.38000E-02          1.07000E+09
    12      3     11      5              1169.65          4.12000E-03          1.08000E+09
    19      3     18      4              1170.40          1.36000E-02          9.58000E+08
    15      3     16      4              1175.33          1.81000E-02          1.01000E+09
    14      3     13      5              1178.45          4.76000E-03          1.07000E+09
    16      3     17      4              1181.58          1.32000E-02          1.06000E+09
     2      3      1      6              1187.73          4.36000E-02          1.09000E+09
     3      3      2      6              1187.91          3.25000E-02          1.11000E+09
    16      3     15      5              1188.19          4.37000E-03          1.06000E+09
     4      3      3      6              1188.52          2.64000E-02          1.11000E+09
    17      3     18      4              1188.61          1.72000E-02          9.82000E+08
     5      3      4      6              1189.57          2.21000E-02          1.11000E+09
     6      3      5      6              1191.07          1.81000E-02          1.10000E+09
     1      3      2      6              1191.84          1.33000E-02          1.05000E+09
     7      3      6      6              1193.17          1.00000E-02          1.05000E+09
     2      3      3      6              1193.63          8.73000E-03          1.09000E+09
    12      3     13      5              1194.21          1.21000E-03          1.08000E+09
     8      3      7      6              1194.74          2.13000E-02          1.08000E+09
    18      3     19      4              1195.02          1.35000E-02          1.05000E+09
     3      3      4      6              1196.09          1.47000E-02          1.11000E+09
     9      3      8      6              1197.55          1.77000E-02          1.09000E+09
    18      3     17      5              1198.58          3.47000E-03          1.05000E+09
     4      3      5      6              1198.92          1.89000E-02          1.11000E+09
    10      3      9      6              1200.67          1.24000E-02          1.07000E+09
    19      3     20      4              1201.47          6.14000E-03          9.58000E+08
     5      3      6      6              1202.11          2.25000E-02          1.11000E+09
    11      3     10      6              1203.25          2.16000E-02          1.05000E+09
    14      3     15      5              1205.28          1.62000E-03          1.07000E+09
     6      3      7      6              1205.65          2.65000E-02          1.10000E+09
    12      3     11      6              1207.05          1.76000E-02          1.08000E+09
     7      3      8      6              1209.69          3.12000E-02          1.05000E+09
    13      3     12      6              1211.22          6.48000E-03          9.73000E+08
     8      3      9      6              1213.04          1.76000E-02          1.08000E+09
    14      3     13      6              1214.45          2.12000E-02          1.07000E+09
    16      3     17      5              1216.73          2.41000E-03          1.06000E+09
     9      3     10      6              1217.53          2.72000E-02          1.09000E+09
    15      3     14      6              1218.78          1.32000E-02          1.01000E+09
    10      3     11      6              1222.19          3.31000E-02          1.07000E+09
    16      3     15      6              1222.51          2.46000E-02          1.06000E+09
    17      3     18      5              1222.85          5.69000E-03          9.82000E+08
    11      3     12      6              1226.14          1.89000E-02          1.05000E+09
    17      3     16      6              1227.03          1.50000E-02          9.82000E+08
    18      3     19      5              1228.21          4.56000E-03          1.05000E+09
     2      3      1      7              1228.23          7.78000E-02          1.09000E+09
     3      3      2      7              1228.24          6.72000E-02          1.11000E+09
     4      3      3      7              1228.63          6.13000E-02          1.11000E+09
     1      3      0      7              1228.91          9.69000E-02          1.05000E+09
     5      3      4      7              1229.40          5.76000E-02          1.11000E+09
     6      3      5      7              1230.57          5.42000E-02          1.10000E+09
    18      3     17      6              1230.85          2.85000E-02          1.05000E+09
    12      3     13      6              1231.20          3.20000E-02          1.08000E+09
     7      3      6      7              1232.28          4.31000E-02          1.05000E+09
     8      3      7      7              1233.34          4.97000E-02          1.08000E+09
     2      3      3      7              1234.09          1.70000E-02          1.09000E+09
    19      3     18      6              1234.66          3.06000E-02          9.58000E+08
     9      3      8      7              1235.63          5.34000E-02          1.09000E+09
     3      3      4      7              1236.37          2.24000E-02          1.11000E+09
    13      3     14      6              1236.48          3.32000E-02          9.73000E+08
    10      3      9      7              1238.16          5.08000E-02          1.07000E+09
     4      3      5      7              1238.94          2.48000E-02          1.11000E+09
    11      3     10      7              1240.04          4.32000E-02          1.05000E+09
    14      3     15      6              1240.60          3.40000E-02          1.07000E+09
     5      3      6      7              1241.81          2.59000E-02          1.11000E+09
    12      3     11      7              1243.11          5.30000E-02          1.08000E+09
     6      3      7      7              1244.97          2.56000E-02          1.10000E+09
    15      3     16      6              1245.71          3.76000E-02          1.01000E+09
    13      3     12      7              1246.49          4.43000E-02          9.73000E+08
     7      3      8      7              1248.56          1.94000E-02          1.05000E+09
    14      3     13      7              1248.76          5.06000E-02          1.07000E+09
    16      3     17      6              1250.00          4.00000E-02          1.06000E+09
     8      3      9      7              1251.33          2.84000E-02          1.08000E+09
    15      3     14      7              1252.10          5.29000E-02          1.01000E+09
    16      3     15      7              1254.69          4.92000E-02          1.06000E+09
    17      3     18      6              1254.94          3.83000E-02          9.82000E+08
     9      3     10      7              1255.21          2.83000E-02          1.09000E+09
    17      3     16      7              1257.99          5.24000E-02          9.82000E+08
    18      3     19      6              1258.94          4.88000E-02          1.05000E+09
    10      3     11      7              1259.18          2.29000E-02          1.07000E+09
    18      3     17      7              1260.42          4.99000E-02          1.05000E+09
    11      3     12      7              1262.30          3.28000E-02          1.05000E+09
    19      3     18      7              1262.69          2.82000E-02          9.58000E+08
    19      3     20      6              1262.72          4.43000E-02          9.58000E+08
    12      3     13      7              1266.48          2.95000E-02          1.08000E+09
     4      3      3      8              1267.67          1.81000E-02          1.11000E+09
     2      3      1      8              1267.74          1.57000E-02          1.09000E+09
     5      3      4      8              1268.09          1.87000E-02          1.11000E+09
     6      3      5      8              1268.85          1.98000E-02          1.10000E+09
     7      3      6      8              1270.08          2.22000E-02          1.05000E+09
     8      3      7      8              1270.52          9.74000E-03          1.08000E+09
    13      3     14      7              1270.79          1.26000E-02          9.73000E+08
     9      3      8      8              1272.17          1.46000E-02          1.09000E+09
     2      3      3      8              1273.48          1.10000E-02          1.09000E+09
    14      3     15      7              1273.75          3.24000E-02          1.07000E+09
    10      3      9      8              1273.97          1.67000E-02          1.07000E+09
    11      3     10      8              1274.97          7.81000E-03          1.05000E+09
    12      3     11      8              1277.14          1.23000E-02          1.08000E+09
    15      3     16      7              1277.63          1.98000E-02          1.01000E+09
     4      3      5      8              1277.75          9.93000E-03          1.11000E+09
    13      3     12      8              1279.50          1.11000E-02          9.73000E+08
     5      3      6      8              1280.21          9.20000E-03          1.11000E+09
    16      3     17      7              1280.51          3.10000E-02          1.06000E+09
    14      3     13      8              1280.59          9.87000E-03          1.07000E+09
    15      3     14      8              1282.66          8.20000E-03          1.01000E+09
     6      3      7      8              1282.87          7.94000E-03          1.10000E+09
    16      3     15      8              1283.81          8.05000E-03          1.06000E+09
    17      3     18      7              1283.90          1.67000E-02          9.82000E+08
    18      3     19      7              1286.13          2.41000E-02          1.05000E+09
    18      3     17      8              1286.17          5.08000E-03          1.05000E+09
    19      3     20      7              1287.89          1.77000E-02          9.58000E+08
     8      3      9      8              1287.92          1.07000E-02          1.08000E+09
     9      3     10      8              1291.02          8.70000E-03          1.09000E+09
    10      3     11      8              1294.10          6.66000E-03          1.07000E+09
    11      3     12      8              1296.17          6.27000E-03          1.05000E+09
    12      3     13      8              1299.23          5.86000E-03          1.08000E+09
    14      3     15      8              1303.78          2.77000E-03          1.07000E+09
